Tags,java,android,swing,eclipse,spring,hibernate,arrays,multithreading,xml,jsp,string,servlets,maven,java-ee,mysql,spring-mvc,json,regex,tomcat,jpa,jdbc,javascript,arraylist,web-services,sql,generics,netbeans,sockets,user-interface,jar,html,jsf,database,file,google-app-engine,gwt,junit,exception,algorithm,rest,class,performance,applet,image,jtable,c#,jframe,collections,c++,methods,oop,linux,nullpointerexception,jaxb,parsing,oracle,concurrency,php,jpanel,jboss,object,ant,date,selenium,javafx,jvm,list,struts2,hashmap,sorting,awt,http,inheritance,reflection,hadoop,windows,loops,unit-testing,sqlite,design-patterns,serialization,security,intellij-idea,file-io,logging,swt,apache,annotations,jersey,jquery,scala,libgdx,osx,encryption,spring-security,log4j,python,jni,soap,interface,io,for-loop,recursion,jackson,web-applications,ssl,jsf-2,jbutton,android-layout,playframework,graphics,ajax,glassfish,eclipse-plugin,enums,selenium-webdriver,networking,c,if-statement,apache-poi,listview,pdf,mongodb,android-activity,math,android-fragments,api,data-structures,excel,android-intent,orm,constructor,validation,ejb,debugging,classpath,audio,static,map,layout,testing,garbage-collection,design,java.util.scanner,groovy,exception-handling,primefaces,random,variables,java-8,jsoup,memory,url,linked-list,gson,session,postgresql,jasper-reports,actionlistener,jetty,lucene,timer,jms,android-asynctask,jstl,classloader,jax-rs,maven-2,javafx-2,.net,jax-ws,jlabel,casting,email,struts,datetime,jtextfield,gradle,itext,java-me,multidimensional-array,opengl,while-loop,caching,inputstream,dependency-injection,javamail,csv,cxf,xml-parsing,properties,mockito,google-maps,rmi,osgi,wsdl,search,encoding,button,split
jax-rs,0.9977113,0.9998712,1,0.99950576,0.998018,0.9994197,0.9999519,0.9995514,0.99751115,0.999508,1,0.99665195,0.99757946,0.9913172,0.9997885,0.99928725,0.98677576,0.9989523,0.99569196,0.99777967,0.9996713,0.9987285,1,0.9786445,0.9999054,0.99940974,0.99930316,1,1,0.9997802,0.9994316,1,0.9996541,0.99964494,0.9986723,0.9997565,0.9991366,0.99937797,1,0.91620654,1,1,1,0.9998622,1,0.99985814,1,0.9995688,0.9998522,0.9998515,1,0.9996886,0.99968785,0.98052984,0.99984175,0.99968255,1,0.99984026,1,0.99526685,0.99983627,1,1,1,1,1,0.9993241,0.9998309,0.9996616,1,1,0.9956202,0.9993007,0.9994736,1,1,1,0.9980354,1,0.999273,0.9998164,0.9970447,0.99981517,0.9998097,0.99923,1,0.997867,0.997064,0.86504173,0.9978079,0.9995977,1,1,1,0.9987634,1,0.9997926,1,0.9987469,0.9997911,1,1,1,0.98140043,0.99891824,0.9995656,1,1,1,1,1,0.9982167,0.9919228,1,0.9997773,1,1,0.99977356,1,1,1,0.9995338,0.9990641,1,1,1,0.9978703,1,0.9992866,1,1,0.99976,0.9980625,0.99587077,1,0.9997573,1,1,0.99975413,1,0.99975306,1,1,1,0.9997478,0.99696356,1,1,1,0.9994876,1,0.99974096,0.99896264,1,0.99869454,0.99895287,0.9997379,1,1,0.99330837,1,1,0.998929,1,1,0.99973077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maven-2,0.99771994,0.9999264,0.9999407,0.9944521,0.9968813,0.99786824,1,1,0.99974126,0.9993984,0.99994093,0.9991174,0.97634006,0.99571055,0.99936503,0.9985013,1,1,0.9970548,0.99793196,0.99983555,0.9995763,1,0.9987573,0.99990535,0.9999016,0.99610233,1,0.9998956,0.99402654,1,0.9990777,0.9996539,0.99976313,0.9987921,0.9979248,0.99391985,0.9993774,1,0.9993622,0.9998724,0.99960726,0.99973726,1,1,0.999858,1,1,0.99970394,1,1,0.99906427,0.9998438,0.9981159,0.9998416,0.9996822,1,1,1,0.9969005,1,0.9942244,1,0.99900645,0.99983335,0.99916446,1,0.99932235,1,1,1,1,1,0.9996487,0.99929655,0.9991136,1,0.9937141,1,1,1,1,0.99497956,0.99980944,0.998843,0.9996136,0.99961233,0.9976494,0.9990034,0.99980086,0.99778044,1,0.9985638,1,0.9993812,0.99793345,0.9997923,0.99854106,0.9997911,0.9997907,0.9997907,1,1,0.9997848,0.9945593,0.9989116,0.9991253,1,1,0.9997781,1,1,0.99731785,0.99776584,0.99977696,0.9993305,1,1,1,1,1,0.9997666,0.9997658,1,1,1,1,1,0.9997619,0.99976,0.99879694,0.99975955,1,0.9990298,0.99830014,0.9953602,1,1,1,0.9997528,0.99478,1,1,1,0.99695975,1,0.99974567,1,1,1,1,0.9997405,1,1,1,1,0.99973744,0.99973404,1,0.98868537,1,1,1,1,0.99973065,0.9986497,0.9994593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javafx-2,0.9977348,0.9999632,0.9979586,0.99939555,0.9998869,0.9999613,0.99995184,0.99729973,0.9998447,1,0.9998818,1,0.9992153,0.9995092,0.9995058,1,1,1,0.99992466,0.9997704,0.99958843,0.99838626,0.9998277,0.99991125,0.99981046,0.99931,0.9960977,0.9997918,0.99177647,0.99867696,0.9992024,0.9997693,0.9996534,0.9997628,1,1,0.9997529,0.99925166,1,1,0.99961644,0.9989504,0.99789083,0.99778455,1,1,0.99985707,0.99985594,0.99985176,0.9998511,0.99969375,0.99780977,0.9981185,1,1,0.99952227,0.9983967,1,0.9998392,1,0.9998357,0.9971975,1,0.99983424,0.85336906,0.9998327,0.9996611,1,1,0.99982756,0.99860334,1,1,0.999824,1,0.99786556,1,0.99964213,0.99963814,0.9998177,0.9998158,0.99981517,0.9988862,1,1,0.9994189,1,1,0.9998004,1,0.99736947,1,0.9971164,1,1,1,1,1,1,0.9995804,1,1,1,1,0.9993485,0.9995638,0.9997809,1,1,1,0.99888617,0.9997765,0.9997764,0.9995528,1,1,0.9997735,1,1,1,0.99698234,1,1,1,0.9997638,1,0.99952537,1,1,1,1,1,0.9997571,1,1,1,0.99828935,1,1,0.99701715,1,0.99925226,0.99975014,1,0.99974656,0.99898505,1,0.99974424,0.99974376,0.9953464,1,0.9992185,1,0.99973947,1,1,1,1,0.99973303,1,1,0.99973154,1,1,1,1,1,0.9997283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.net,0.9977446,0.999245,0.9996438,0.9996154,0.99966055,0.9994966,0.999759,0.9990012,0.9986515,0.99961686,0.999231,0.9995583,1,0.998244,0.9995762,0.9997145,0.99920464,0.9982742,0.99984914,0.9998469,0.99950576,0.9981297,0.9999138,0.9831121,0.9986708,0.9989144,0.9996008,0.9981217,0.9989523,0.9987863,0.9993158,0.9996535,0.99756634,0.99988127,0.999516,0.99987787,1,0.9987509,0.998485,0.99820745,0.99948806,0.9976328,0.99881345,0.9995849,1,0.9148772,1,0.99913394,0.9935773,1,0.9967712,0.9981209,1,0.99937075,0.99952304,0.99920255,0.9990374,0.99126214,1,0.9993469,0.9993418,0.9998354,0.9986792,0.9995018,0.9998328,0.99680674,0.999321,1,0.99983007,0.99965465,1,0.999123,1,0.998765,0.99982363,0.9962534,0.99964374,0.99838537,0.99981886,0.99652016,0.99741125,0.9970299,0.9998143,0.9992343,0.9990323,0.9998061,0.9990265,0.99960744,0.9996,0.9993999,0.99919075,1,0.99917644,0.99229485,0.9995858,0.9997929,0.99349284,0.99727577,0.9902563,0.9972614,0.999159,1,0.9995677,0.9997839,0.99847597,0.99912566,1,1,1,0.9997771,0.99910754,0.9995521,0.9993278,1,0.99932766,0.99977595,0.99863696,0.9970299,0.99976933,0.9997693,1,0.99859124,1,1,0.9995265,1,0.9978566,0.99904805,0.99952143,1,0.9987911,0.99951667,0.99975663,0.9990251,0.9990246,0.9997557,0.9997555,0.9987709,1,0.9995031,0.9982574,0.9967451,0.9984959,0.99974704,1,0.99949175,1,0.99948734,0.9997433,0.9997421,1,0.9986942,1,0.99973893,0.9997373,0.999473,0.999472,0.9997326,1,1,0.99623454,1,0.998381,0.9997292,1,1,1,0.9997277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jax-ws,0.9977471,0.9999448,0.9999604,0.99914783,0.99739134,0.999729,0.999759,0.99945086,0.9963086,0.99989057,1,0.9989266,0.99744344,0.99393255,0.99985874,0.99950016,0.99956626,0.9999251,0.99575853,0.99908036,0.99983525,0.99966043,0.99982756,0.9074146,1,0.9999014,0.9965963,0.9998958,1,0.9997795,0.99977195,0.9995379,0.99988437,0.9996437,0.999637,0.99963343,0.99962884,0.9987506,1,0.99576324,1,0.99973744,0.9997365,0.99986166,1,0.99900216,0.9998568,1,0.9998515,1,1,0.99984366,0.99952954,0.97302973,0.999682,0.99952155,1,0.9990363,1,0.99342865,1,0.9981854,0.999835,1,1,1,0.9996605,0.99983007,1,1,1,0.9977157,0.99912125,0.9994709,1,0.99982214,1,0.9989238,1,0.9998174,0.99926144,0.9985166,0.9996283,1,0.99903196,1,0.99844086,0.99744195,0.99558055,0.9995998,0.99979776,1,1,1,0.9993784,0.99875546,0.9997913,1,0.93113506,0.9997898,1,1,1,0.99978375,0.9991293,0.99472874,1,1,1,0.99977696,1,0.999776,0.9866061,1,0.9988784,1,0.99977297,1,1,1,1,1,1,1,1,1,0.99928623,0.99976206,1,1,0.99975836,0.9997583,0.9987814,0.9968231,1,1,1,1,0.99950457,1,0.9995025,1,0.9997495,1,1,0.99796283,1,1,1,0.99948376,1,0.999739,0.99973893,1,1,0.9989449,1,1,1,0.99731326,1,1,0.9997304,1,1,0.99918544,0.990949,0.99809,1,0.99725425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jlabel,0.9977484,0.9999908,0.96878636,0.9996153,0.9999717,1,0.9983588,0.99890107,1,1,0.99851984,1,1,1,0.9997881,1,1,1,1,1,0.9997529,1,0.9988779,1,0.9997154,1,0.99478436,0.99979156,0.98631006,0.9994485,0.9946132,1,0.99988437,0.99988127,1,1,1,0.99937564,1,1,0.9994878,0.9996061,0.999209,0.9836872,0.99629205,1,0.97218955,1,1,0.99925387,0.9993863,0.99968714,0.99780047,1,0.99968195,1,0.9988762,1,0.96291965,1,0.99967086,1,0.99966997,1,1,1,0.99949056,1,1,0.99982727,0.9964943,1,0.99982435,0.99947083,1,1,0.998394,1,1,1,0.9996308,0.9998148,0.99981415,0.99942553,1,1,1,1,1,1,1,0.99979615,0.99958813,1,1,1,1,1,1,1,1,0.99719584,1,1,1,1,1,0.97789305,1,1,0.9968673,1,1,1,0.9997758,1,1,1,0.999076,0.9997691,1,1,1,1,0.9995262,1,1,1,1,1,1,0.9995163,1,1,0.99975616,1,1,0.99975425,0.99950445,0.9869084,1,1,1,1,1,1,1,0.9992302,0.99871397,1,0.99973977,1,0.9994775,1,1,1,1,1,0.98917747,1,1,0.99404275,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casting,0.997778,0.999042,0.9996238,0.99945,0.99977356,0.9992632,0.99500555,0.99980015,0.9996887,0.99961627,0.99685234,0.99955755,0.9999345,0.9999297,0.9996462,1,0.99876785,1,1,0.99969304,0.99958724,0.9998299,0.99391514,0.99973285,0.99933416,0.97153604,0.99959975,0.99958205,0.9997901,0.99977887,0.9998857,0.9997683,0.99965197,0.9997618,0.9997573,0.9996323,0.9998759,0.9955997,0.9998735,0.99987173,0.99171627,0.9976244,1,0.9995833,0.9994294,0.99871206,1,0.99549156,0.9985077,0.9982009,0.9953618,1,0.9995277,0.99952614,0.999521,0.9991991,0.999839,0.9995164,1,1,0.9855898,1,0.9990053,1,0.999664,0.9989892,0.99140596,0.9996586,0.9967466,0.99965304,1,1,0.9851441,0.9896243,1,1,0.999642,0.9996399,0.99981797,0.9987144,0.998143,1,0.9996266,0.9998077,1,0.9998051,0.99980444,0.9992104,0.99979895,1,0.99796337,0.99979514,1,0.9995842,1,1,0.9995804,0.99852663,1,0.9867266,0.99936575,0.9993509,1,0.99934757,1,1,1,0.9997781,1,0.9997757,0.9997757,1,0.9997747,0.99909806,0.9961547,0.99954903,0.99954325,0.9986229,0.9993033,0.99976784,0.99976665,1,0.99952626,0.9997621,0.9983302,0.999522,0.99952143,0.9997606,0.9997592,0.99951434,0.9997569,0.9985391,0.999755,0.99975485,0.9997547,1,0.9997539,0.9990104,0.994237,0.99974996,0.9997497,1,0.99873835,0.99923545,0.99743724,0.9992322,1,1,0.9976684,0.99869996,1,1,1,0.9989474,0.9978797,0.9992036,0.9994682,0.99946123,1,0.99973017,1,1,1,0.99972725,0.9991812,0.9969863,1,1,0.9997248,0.9997242,1,0.999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email,0.9977891,0.9983221,0.999802,0.99978,0.9974457,0.9998449,0.99990344,0.99924976,0.99963665,0.99714094,0.999348,0.9976557,0.99960667,0.99809843,0.9993625,0.99856704,0.9997826,0.99728876,0.99848545,1,0.9996696,0.998807,0.9999135,0.9992867,0.9998097,1,0.9994992,0.99821955,0.9998949,0.99955726,0.994014,0.9990717,0.9996516,0.999523,0.99474967,0.9990178,0.9992543,0.99786514,0.99987334,0.9997431,0.9998715,0.9997363,0.9998677,0.99777097,1,0.99885386,0.9998561,1,0.9997015,0.9998501,1,0.9985833,0.9998424,1,0.9975969,0.9996793,0.9996775,0.9962753,1,0.99819136,1,0.9991714,0.9996682,0.9996659,1,1,0.9998293,0.9988022,1,1,1,0.99964714,1,1,1,0.9987462,0.99982077,0.99963933,0.99981767,0.99981624,1,0.9981333,0.999813,0.99942183,0.99883044,0.99980474,0.99725,1,1,0.9995971,0.99938875,0.9997947,0.99937785,0.9989579,0.9997914,0.99790925,0.9981053,1,1,0.9997883,1,1,1,1,0.99824405,0.995356,1,0.9997776,1,0.9970707,1,1,0.9984174,1,0.99977416,0.99954814,0.99908423,1,1,0.99883556,0.9997661,0.99834204,0.9997627,0.99880695,1,1,0.99421406,1,0.9987923,0.9958476,1,1,0.99556214,0.9992625,0.99926215,0.9990133,1,1,1,1,0.99798995,1,0.99924165,0.9997447,0.99923074,0.99948704,0.99974203,1,1,1,0.99973756,0.9997366,0.9989454,1,1,0.9986688,1,1,1,0.9997295,1,0.9997283,0.99891067,0.99945295,1,1,0.9997256,1,1,0.9986161,1,0.9997233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
struts,0.99781996,0.9999724,0.9999802,0.99900866,0.99767166,0.9966131,0.999855,0.99984986,0.998543,0.96863145,0.9997033,0.9942693,0.9995403,0.99033064,0.99836636,0.9987082,0.99883753,0.9998495,0.9957395,0.99969226,0.99900603,0.9906156,0.99973994,0.99937457,0.9995229,1,0.9990959,1,0.9998947,0.99966705,0.9916686,0.9993019,0.9989511,0.9991624,0.9996344,0.99938446,0.9990024,0.99886733,1,0.99909747,0.9997421,0.99986774,0.99946874,0.9990226,1,1,1,0.999272,1,1,0.9995357,0.9996843,0.9995252,1,0.9998395,0.99935585,0.99967617,0.9995138,1,0.996859,0.99966764,0.99966735,0.99966675,1,1,0.9998307,0.9993139,0.961127,0.9998283,0.99965096,1,0.9991135,0.999645,0.99982184,1,0.9998203,0.9989187,0.99854916,1,0.99889135,1,0.99906313,0.9998121,0.99961275,0.99902076,1,0.9970385,0.9996027,0.99939245,0.99080884,1,1,0.9997916,1,0.99810964,0.9993704,1,1,0.99957484,1,0.99978715,1,1,1,0.9917814,0.9997786,0.99977756,1,1,0.99977404,1,0.98991287,0.99954575,0.9993185,0.9997729,1,0.9997699,1,1,0.99859416,1,0.9988092,1,1,1,1,1,1,0.99927133,1,0.99975485,1,0.99303657,0.9990104,0.99975264,0.99950385,1,0.9995012,0.99924564,1,0.99898964,1,0.9992368,1,0.999484,0.99819076,1,1,0.9994782,1,1,1,0.99840677,1,0.99973303,0.9951587,0.99865735,0.99754834,1,0.9991826,1,1,0.99972606,1,0.9883041,0.9997242,1,0.99972314,1,1,1,1,1,0.9985923,,,,,,,,,,,,,,,,,,,,,,,,,,
datetime,0.997836,0.99778545,0.99956393,0.99983484,0.99963146,0.99871737,0.9998549,0.99994993,0.9993236,0.9989,0.9983945,0.9998733,0.9999343,0.9991535,0.9937866,0.99942577,0.99810785,0.9991707,0.9998483,0.998921,0.9977584,0.9984606,0.999566,0.99937385,0.9952029,1,0.99969846,1,0.9998945,0.99977773,0.9998851,0.9990676,0.99848187,0.99976045,0.9991451,0.9987662,1,0.9997481,0.9994908,0.99974185,0.99987084,0.99933714,1,0.9998602,0.9997128,0.99725866,0.99985534,1,0.9995496,0.99984926,1,0.9988919,0.99984145,0.99808764,0.991568,0.99660194,1,0.9986996,1,1,0.9996669,1,0.9164406,1,1,0.9996606,1,0.99948364,0.9998279,0.99894977,1,1,1,1,0.99982125,0.999279,1,1,0.9972386,1,0.9992515,1,1,0.9996118,0.9998038,0.9982266,0.9998026,0.99980086,1,1,0.9981497,1,0.9997911,1,1,0.9995792,0.999152,0.9997877,0.9993603,0.99978656,1,0.9997815,0.99978036,0.9980198,0.999779,0.999778,0.99933034,1,1,0.9997733,1,0.9997723,1,1,0.9997722,1,1,1,0.99976534,0.99953043,1,1,0.9978407,1,0.9995181,1,0.9992738,1,0.9980483,1,0.999508,1,0.99751616,1,1,1,1,1,0.99949557,1,1,1,0.9997449,1,0.9979259,1,1,1,1,0.99178374,0.9997349,0.9994678,1,0.99973375,0.99839056,1,0.9989224,1,0.9997271,1,1,0.9997255,1,1,0.9991706,0.9997232,1,1,0.9997212,0.996074,0.9977591,1,0.9991549,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
jtextfield,0.99784464,0.9999816,0.9709864,0.9997522,1,1,0.997867,0.9997996,1,1,0.9974992,1,1,1,0.9988625,1,0.9998546,0.99909484,1,1,0.99892133,1,0.9984351,1,0.9991393,1,0.9957584,0.99968475,0.987496,1,0.9997699,1,0.9989486,0.99940044,1,1,0.99987507,0.9993695,1,1,0.99883527,1,0.99920076,0.9995802,0.99130434,0.99985594,0.9859052,1,1,0.99848896,0.99937886,0.9996833,0.9968158,1,0.9985491,1,0.99935,1,0.99028325,1,0.9996666,1,0.9994984,1,0.9998305,1,0.9993115,1,0.99913794,1,0.99430096,1,0.99964374,0.99946344,1,1,0.99891484,1,1,1,1,1,0.99962276,0.99863815,1,1,1,1,1,1,0.9997944,1,0.9991625,1,1,1,1,0.9997874,1,0.99978626,0.9993584,0.99846625,1,1,1,1,1,0.97537965,1,1,0.9990911,1,1,1,0.99977183,1,1,1,0.9971718,1,1,0.9997609,1,1,0.99975866,1,1,1,1,1,1,0.99876666,0.9899724,1,0.9995027,1,1,0.998997,1,0.99592876,1,1,1,0.9992248,1,0.99896157,1,0.99947643,0.99737185,0.99973655,1,1,1,0.99973327,1,1,1,1,0.9744884,1,1,0.9983476,1,1,1,1,1,1,1,0.99972004,1,0.9794168,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
gradle,0.9978459,0.99583936,0.9999406,0.9945756,0.99744236,0.99949497,1,1,0.99932337,0.99994504,1,0.9997464,0.9906455,0.9994355,0.99985796,0.9989221,1,0.99984926,0.9971846,0.99946046,0.9996683,0.9996581,1,0.99973154,0.99980885,0.9998012,0.9988925,1,1,0.99204123,1,1,1,0.99988014,0.99755114,0.9986413,0.9946,0.9997479,1,0.9989656,0.9997414,1,0.99986684,0.9998601,1,1,1,1,0.99984974,1,1,0.9984142,0.9998413,0.999522,1,0.99983853,1,1,1,0.9983435,1,0.9932807,1,0.9983145,0.9983022,0.9984689,1,0.9998277,1,1,1,1,1,0.9998212,0.99946284,0.9985549,1,0.9935968,0.9998161,1,1,0.999812,0.9756616,1,0.99822867,1,0.9998023,0.99820215,0.9985752,1,0.9956647,0.99058974,0.99874294,1,0.99957865,0.99915665,1,0.99957454,0.99957293,1,1,1,1,0.99933964,0.99911386,0.99955505,0.9997765,1,1,1,1,1,0.9993152,0.9988582,0.9995435,0.9997717,1,1,1,0.9997648,1,1,1,1,1,1,0.9997576,1,1,1,1,1,0.9997517,0.9997515,0.9990047,0.9962472,1,1,0.99974734,1,0.9949006,1,1,1,0.96428573,1,0.99973893,1,1,0.9989452,1,1,1,1,0.99946296,1,0.9997302,1,1,0.99449337,1,1,1,1,0.9997231,0.9991674,1,0.9991641,0.9997206,1,0.9997198,1,0.99971783,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
itext,0.9978557,0.9995025,0.99924636,0.999697,0.9996313,0.99992234,0.9999516,0.9999499,0.99953145,0.99878883,0.9998217,0.99822086,0.99986845,0.99915254,0.99985784,0.9991374,0.9999273,0.9999246,1,1,0.99991703,0.9988872,0.9999131,0.9998209,1,1,0.9993957,1,0.9998943,0.9995546,0.9947917,0.99848115,0.9998832,0.99988,0.9991434,0.99938226,0.99987495,0.99873674,0.99974495,1,1,0.99960154,0.9991998,0.9957806,0.9991361,0.9985557,0.999855,1,0.99984956,1,1,0.9995242,0.999523,1,0.99822354,0.9996765,1,1,0.9993462,0.9993372,0.99983305,1,0.99983263,0.9998315,1,1,0.9993105,0.99844503,1,1,0.99911237,1,1,0.9998209,1,0.99981934,1,0.9998179,1,0.9998144,0.9998124,0.999435,1,0.9990259,1,1,0.999802,0.9988002,1,1,0.9995881,1,0.9995806,0.9983126,1,1,1,1,1,0.99957156,1,1,1,1,0.9988901,0.9997772,0.9995521,1,1,0.9990895,0.99908924,0.9997715,0.9995428,1,1,0.99954253,1,1,1,0.99526626,0.99976313,0.7753007,1,1,1,1,1,1,0.9985312,1,1,1,0.99950224,1,1,0.9995003,1,1,1,0.9992374,1,1,0.99923116,1,0.9994801,1,0.9981656,1,1,1,0.99973375,0.9991981,1,1,1,1,0.99945915,0.995322,1,1,1,1,1,1,1,1,1,0.9994416,0.99972,0.9994385,1,1,1,0.9994328,0.99942875,1,0.9997128,1,,,,,,,,,,,,,,,,,,,,,,
java-me,0.99788535,0.9995669,0.999881,0.9990072,1,0.99996114,0.99936974,0.99824077,0.9993744,0.9999449,0.9988084,0.9995551,0.99993414,0.99865526,0.99978644,1,0.99883306,0.99954647,0.99992394,1,0.9997506,0.99965715,1,0.99847245,1,1,0.9933983,0.99841636,0.9985149,0.99798703,0.9996535,1,0.99953115,0.99951845,1,0.99987614,1,0.9989866,0.9988476,0.9998703,0.9993505,0.99973357,1,0.99845177,0.99985564,0.9998553,1,1,0.999698,0.99984837,0.999844,0.9992037,0.998882,0.9998399,0.99886584,0.99983764,0.99967337,0.9986911,1,0.9998337,0.9993292,0.9988243,0.9991591,1,0.99982953,0.9986318,0.99982697,1,0.9996534,0.9992952,0.99946535,0.9964106,0.9998208,0.9991001,1,1,0.9998182,0.99963415,0.99981505,0.9990672,0.9992458,0.99943244,0.9998102,0.9988254,0.9996044,0.9998017,1,1,0.9997954,1,0.99979305,1,0.9995785,0.9978791,1,1,0.99914473,0.9995716,0.99978507,0.9993539,0.99956936,1,1,1,0.999777,0.99932766,1,1,0.9997736,1,0.99862576,1,1,0.99908006,1,1,0.99789965,0.9997661,0.9997631,1,0.9997618,0.999759,1,1,1,1,0.9992667,0.999511,1,0.9992556,1,0.99975157,0.9992487,1,0.9984943,0.9997487,0.9969735,1,0.9987251,0.99974436,0.99948823,0.9992288,0.9984516,1,1,0.99921465,1,0.9992076,0.99973553,0.9997343,1,0.9983845,0.99865377,1,1,0.99945664,0.9997279,1,0.9997241,1,1,0.9988889,1,1,1,1,1,0.999719,1,0.9994347,0.9997173,1,1,0.99942887,1,0.9997114,1,1,0.9997101,,,,,,,,,,,,,,,,,,,,,
multidimensional-array,0.99790883,0.9992625,0.9993053,0.99975187,0.9999716,0.9999611,0.9608426,0.99989957,0.9997913,0.9996692,0.99677247,1,1,0.99985844,0.9997148,1,0.9987583,0.99984866,1,0.99992263,0.99991673,0.9996566,0.9876412,1,0.9997119,0.9984994,0.9994943,1,0.99957526,1,0.9997685,1,0.9997651,0.9984298,1,1,0.99949694,0.99911124,0.99626815,1,0.99882734,0.9974565,1,0.9994361,0.997242,0.99898314,0.9998541,0.9986749,0.9984837,0.9957239,0.99937385,1,0.9963058,1,0.99902505,0.99983716,0.99967235,0.9998361,0.99950624,1,0.9967954,1,0.9998314,0.99983025,0.9996579,0.9994857,0.9956423,1,0.9977352,0.9892857,0.9994635,1,0.99982023,0.9994584,0.9994579,1,0.9946828,1,0.99962866,1,1,1,1,0.99823046,1,1,0.99980026,1,1,1,0.9997922,1,1,1,1,1,0.9997855,0.99870855,1,1,0.9987016,0.98563415,0.9950816,0.9995549,1,1,1,0.9981789,1,1,0.9993104,1,1,0.99976915,0.9995381,0.99976903,1,0.99858856,0.99809295,0.9995238,0.9995213,1,0.9995141,1,0.99902177,1,0.99975455,0.99679804,0.99925834,0.99950147,1,0.9987506,1,1,0.9997482,1,1,0.9994921,0.99743456,0.9997431,1,0.9997418,0.99948186,0.9944737,0.9997372,0.999737,1,0.99734044,0.99920213,1,1,0.9991887,0.99972963,0.9997295,0.99972785,1,0.9997265,1,0.9994451,1,1,0.9994418,1,1,0.9997191,1,1,1,1,1,1,0.9991465,0.9977051,1,1,1,0.9997092,1,1,1,,,,,,,,,,,,,,,,,,,,
opengl,0.9979175,0.99996316,0.99948394,0.9991446,1,1,0.99985445,0.9992961,1,1,0.9999404,1,0.99986804,1,1,1,1,0.9999243,1,1,1,0.9996564,0.99991274,1,1,1,0.99919003,1,0.99914956,0.99876726,1,1,1,1,1,0.9998757,1,0.99961895,0.9997433,1,0.9997394,0.997857,0.9994631,0.9983046,1,0.9992731,0.9994155,1,0.99466705,0.99984777,0.99937314,0.9992004,0.99951917,1,1,1,1,1,0.99983525,1,0.99966323,1,1,1,0.9996575,0.9998284,1,1,0.99982595,1,0.9978479,1,1,1,1,0.9994528,1,0.99981624,1,1,1,0.99981,1,1,0.9998012,0.9988029,1,1,1,1,0.9993755,0.97923803,0.99745166,1,1,1,0.9995702,0.9991381,1,0.9997835,1,0.99955654,1,1,1,1,1,1,1,1,0.98148584,1,1,0.99953747,0.99976873,1,0.99976563,0.99905795,1,1,1,1,1,1,0.9940916,1,0.99975413,1,1,1,1,1,1,1,0.9994953,0.99974704,1,0.99974567,1,1,1,0.99896455,0.99974054,1,1,1,1,1,1,1,1,0.9997292,1,1,1,1,1,1,0.99972206,1,1,1,1,1,1,1,1,1,0.999716,1,1,1,1,1,1,1,1,1,1,1,0.9997041,,,,,,,,,,,,,,,,,,,
while-loop,0.99792486,0.9995299,0.99914616,0.99953103,0.9999432,1,0.99566233,0.99828833,0.9999478,1,0.9964098,0.9998727,1,1,0.9993575,1,1,0.9998485,1,1,0.99974996,0.99991405,0.99614406,1,0.99913394,1,0.99908817,0.9985171,0.999149,1,1,1,0.9998824,0.99769974,1,0.99987566,1,0.99872774,0.99910027,1,0.9994783,0.9987947,0.9998657,0.9997176,1,0.99985456,0.9991223,0.99985266,0.9995447,0.9961762,0.99968636,0.99984,0.99839383,1,1,0.9998368,0.99950737,0.9998357,0.9995052,1,0.99865025,1,0.9994929,1,0.99982864,1,0.99808294,1,0.9994771,0.99946845,0.9996416,1,0.9998198,1,1,1,0.9107925,1,1,0.99943715,0.9998104,1,0.9998091,0.99684167,1,1,0.9997998,1,1,1,0.9997917,1,1,1,1,1,0.9995696,1,0.9997836,1,0.9989152,0.95887244,0.9975397,1,1,1,1,0.999544,1,1,1,1,1,1,0.99976844,1,0.99976534,0.9995285,0.9613287,0.9995223,0.99976,1,1,0.9997552,0.9985272,0.9997541,0.9997538,1,1,1,1,0.9992483,0.9967097,1,0.9987355,1,1,0.99898034,0.9997432,1,0.9997421,0.99974096,1,0.9782667,1,0.9973552,1,0.9946481,0.995446,0.99973196,1,1,1,0.9991852,1,1,1,1,0.99804795,1,0.99972105,0.9983174,1,1,1,1,1,1,1,1,1,0.99914336,0.9994251,1,1,1,0.99824613,1,1,1,0.99940705,0.999703,,,,,,,,,,,,,,,,,,
